"TIME","PARTNER","UNIT","PURPOSE","DURATION","GEO","Value","Flag and Footnotes"
"2013","Europe","Number","Personal reasons","1 night or over","Slovenia","4,167,400",""
"2013","Europe","Number","Personal reasons","From 1 to 3 nights","Croatia","4,183,572",""
"2013","Europe","Number","Personal reasons","From 1 to 3 nights","Slovenia","2,674,997",""
"2013","Europe","Number","Personal reasons","4 nights or over","Croatia","3,419,835",""
"2013","Europe","Number","Personal reasons","4 nights or over","Slovenia","1,492,402",""
"2013","Europe","Number","Professional, business","1 night or over","Croatia","1,383,730",""
"2013","Europe","Number","Professional, business","1 night or over","Slovenia","398,696",""
"2013","Europe","Number","Professional, business","From 1 to 3 nights","Croatia","966,730",""
"2013","Europe","Number","Professional, business","From 1 to 3 nights","Slovenia","308,875",""
"2013","Europe","Number","Professional, business","4 nights or over","Croatia","417,000",""
"2013","Europe","Number","Professional, business","4 nights or over","Slovenia","89,821",""
"2013","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Croatia","333,229",""
"2013","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Slovenia","90,585",""
"2013","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Croatia","110,779","u"
"2013","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Slovenia","56,153",""
"2013","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Croatia","222,449",""
"2013","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Slovenia","34,432","u"
"2013","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Croatia","243,029",""
"2013","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Slovenia","39,407","u"
"2013","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Croatia","61,754","u"
"2013","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Slovenia","18,124","u"
"2013","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Croatia","181,275",""
"2013","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Slovenia","21,283","u"
"2013","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Croatia","90,199","u"
"2013","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Slovenia","51,178",""
"2013","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Croatia",":","u"
"2013","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Slovenia","38,029","u"
"2013","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Croatia",":","u"
"2013","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Slovenia",":","u"
"2013","Croatia","Number","Total","1 night or over","Croatia","6,224,881",""
"2013","Croatia","Number","Total","1 night or over","Slovenia","1,448,964",""
"2013","Croatia","Number","Total","From 1 to 3 nights","Croatia","3,854,729",""
"2013","Croatia","Number","Total","From 1 to 3 nights","Slovenia","713,160",""
"2013","Croatia","Number","Total","4 nights or over","Croatia","2,370,152",""
"2013","Croatia","Number","Total","4 nights or over","Slovenia","735,804",""
"2013","Croatia","Number","Personal reasons","1 night or over","Croatia","5,350,704",""
"2013","Croatia","Number","Personal reasons","1 night or over","Slovenia","1,420,891",""
"2013","Croatia","Number","Personal reasons","From 1 to 3 nights","Croatia","3,169,156",""
"2013","Croatia","Number","Personal reasons","From 1 to 3 nights","Slovenia","687,208",""
"2013","Croatia","Number","Personal reasons","4 nights or over","Croatia","2,181,548",""
"2013","Croatia","Number","Personal reasons","4 nights or over","Slovenia","733,683",""
"2013","Croatia","Number","Professional, business","1 night or over","Croatia","874,177",""
"2013","Croatia","Number","Professional, business","1 night or over","Slovenia","28,073","u"
"2013","Croatia","Number","Professional, business","From 1 to 3 nights","Croatia","685,573",""
"2013","Croatia","Number","Professional, business","From 1 to 3 nights","Slovenia","25,952","u"
"2013","Croatia","Number","Professional, business","4 nights or over","Croatia","188,604",""
"2013","Croatia","Number","Professional, business","4 nights or over","Slovenia",":","u"
"2013","Italy","Number","Total","1 night or over","Croatia","299,429",""
"2013","Italy","Number","Total","1 night or over","Slovenia","170,386",""
"2013","Italy","Number","Total","From 1 to 3 nights","Croatia","148,218",""
"2013","Italy","Number","Total","From 1 to 3 nights","Slovenia","102,076",""
"2013","Italy","Number","Total","4 nights or over","Croatia","151,211",""
"2013","Italy","Number","Total","4 nights or over","Slovenia","68,310",""
"2013","Italy","Number","Personal reasons","1 night or over","Croatia","232,820",""
"2013","Italy","Number","Personal reasons","1 night or over","Slovenia","133,458",""
"2013","Italy","Number","Personal reasons","From 1 to 3 nights","Croatia","102,090","u"
"2013","Italy","Number","Personal reasons","From 1 to 3 nights","Slovenia","72,947",""
"2013","Italy","Number","Personal reasons","4 nights or over","Croatia","130,730",""
"2013","Italy","Number","Personal reasons","4 nights or over","Slovenia","60,511",""
"2013","Italy","Number","Professional, business","1 night or over","Croatia","66,609","u"
"2013","Italy","Number","Professional, business","1 night or over","Slovenia","36,928","u"
"2013","Italy","Number","Professional, business","From 1 to 3 nights","Croatia","46,128","u"
"2013","Italy","Number","Professional, business","From 1 to 3 nights","Slovenia","29,130","u"
"2013","Italy","Number","Professional, business","4 nights or over","Croatia",":","u"
"2013","Italy","Number","Professional, business","4 nights or over","Slovenia",":","u"
"2013","Slovenia","Number","Total","1 night or over","Croatia","200,541",""
"2013","Slovenia","Number","Total","1 night or over","Slovenia","2,025,334",""
"2013","Slovenia","Number","Total","From 1 to 3 nights","Croatia","157,474",""
"2013","Slovenia","Number","Total","From 1 to 3 nights","Slovenia","1,661,167",""
"2013","Slovenia","Number","Total","4 nights or over","Croatia","43,067","u"
"2013","Slovenia","Number","Total","4 nights or over","Slovenia","364,167",""
"2013","Slovenia","Number","Personal reasons","1 night or over","Croatia","184,451",""
"2013","Slovenia","Number","Personal reasons","1 night or over","Slovenia","1,922,972",""
"2013","Slovenia","Number","Personal reasons","From 1 to 3 nights","Croatia","145,287",""
"2013","Slovenia","Number","Personal reasons","From 1 to 3 nights","Slovenia","1,567,992",""
"2013","Slovenia","Number","Personal reasons","4 nights or over","Croatia","39,164","u"
"2013","Slovenia","Number","Personal reasons","4 nights or over","Slovenia","354,981",""
"2013","Slovenia","Number","Professional, business","1 night or over","Croatia",":","u"
"2013","Slovenia","Number","Professional, business","1 night or over","Slovenia","102,362",""
"2013","Slovenia","Number","Professional, business","From 1 to 3 nights","Croatia",":","u"
"2013","Slovenia","Number","Professional, business","From 1 to 3 nights","Slovenia","93,175",""
"2013","Slovenia","Number","Professional, business","4 nights or over","Croatia",":","u"
"2013","Slovenia","Number","Professional, business","4 nights or over","Slovenia",":","u"
"2013","All countries of the world","Number","Total","1 night or over","Croatia","9,151,390",""
"2013","All countries of the world","Number","Total","1 night or over","Slovenia","4,636,984",""
"2013","All countries of the world","Number","Total","From 1 to 3 nights","Croatia","5,175,353",""
"2013","All countries of the world","Number","Total","From 1 to 3 nights","Slovenia","2,989,737",""
"2013","All countries of the world","Number","Total","4 nights or over","Croatia","3,976,037",""
"2013","All countries of the world","Number","Total","4 nights or over","Slovenia","1,647,247",""
"2013","All countries of the world","Number","Personal reasons","1 night or over","Croatia","7,709,380",""
"2013","All countries of the world","Number","Personal reasons","1 night or over","Slovenia","4,216,638",""
"2013","All countries of the world","Number","Personal reasons","From 1 to 3 nights","Croatia","4,190,195",""
"2013","All countries of the world","Number","Personal reasons","From 1 to 3 nights","Slovenia","2,676,826",""
"2013","All countries of the world","Number","Personal reasons","4 nights or over","Croatia","3,519,186",""
"2013","All countries of the world","Number","Personal reasons","4 nights or over","Slovenia","1,539,812",""
"2013","All countries of the world","Number","Professional, business","1 night or over","Croatia","1,442,010",""
"2013","All countries of the world","Number","Professional, business","1 night or over","Slovenia","420,346",""
"2013","All countries of the world","Number","Professional, business","From 1 to 3 nights","Croatia","985,158",""
"2013","All countries of the world","Number","Professional, business","From 1 to 3 nights","Slovenia","312,911",""
"2013","All countries of the world","Number","Professional, business","4 nights or over","Croatia","456,852",""
"2013","All countries of the world","Number","Professional, business","4 nights or over","Slovenia","107,436",""
"2014","Europe","Number","Total","1 night or over","Croatia","8,069,313",""
"2014","Europe","Number","Total","1 night or over","Slovenia","4,453,632",""
"2014","Europe","Number","Total","From 1 to 3 nights","Croatia","4,953,439",""
"2014","Europe","Number","Total","From 1 to 3 nights","Slovenia","2,958,250",""
"2014","Europe","Number","Total","4 nights or over","Croatia","3,115,874",""
"2014","Europe","Number","Total","4 nights or over","Slovenia","1,495,381",""
"2014","Europe","Number","Personal reasons","1 night or over","Croatia","6,603,099",""
"2014","Europe","Number","Personal reasons","1 night or over","Slovenia","3,982,487",""
"2014","Europe","Number","Personal reasons","From 1 to 3 nights","Croatia","3,885,340",""
"2014","Europe","Number","Personal reasons","From 1 to 3 nights","Slovenia","2,579,087",""
"2014","Europe","Number","Personal reasons","4 nights or over","Croatia","2,717,759",""
"2014","Europe","Number","Personal reasons","4 nights or over","Slovenia","1,403,400",""
"2014","Europe","Number","Professional, business","1 night or over","Croatia","1,466,214",""
"2014","Europe","Number","Professional, business","1 night or over","Slovenia","471,144",""
"2014","Europe","Number","Professional, business","From 1 to 3 nights","Croatia","1,068,099",""
"2014","Europe","Number","Professional, business","From 1 to 3 nights","Slovenia","379,163",""
"2014","Europe","Number","Professional, business","4 nights or over","Croatia","398,115",""
"2014","Europe","Number","Professional, business","4 nights or over","Slovenia","91,981",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Croatia","308,394",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Slovenia","116,655",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Croatia","106,345",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Slovenia","75,838",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Croatia","202,049",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Slovenia","40,817","u"
"2014","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Croatia","155,196",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Slovenia","46,056",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Croatia","44,422","u"
"2014","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Slovenia","25,089","u"
"2014","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Croatia","110,775",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Slovenia","20,967","u"
"2014","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Croatia","153,198",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Slovenia","70,599",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Croatia","61,923","u"
"2014","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Slovenia","50,749","u"
"2014","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Croatia","91,275","u"
"2014","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Slovenia",":","u"
"2014","Croatia","Number","Total","1 night or over","Croatia","5,410,179",""
"2014","Croatia","Number","Total","1 night or over","Slovenia","1,494,481",""
"2014","Croatia","Number","Total","From 1 to 3 nights","Croatia","3,496,606",""
"2014","Croatia","Number","Total","From 1 to 3 nights","Slovenia","795,240",""
"2014","Croatia","Number","Total","4 nights or over","Croatia","1,913,574",""
"2014","Croatia","Number","Total","4 nights or over","Slovenia","699,241",""
"2014","Croatia","Number","Personal reasons","1 night or over","Croatia","4,623,508",""
"2014","Croatia","Number","Personal reasons","1 night or over","Slovenia","1,454,494",""
"2014","Croatia","Number","Personal reasons","From 1 to 3 nights","Croatia","2,862,996",""
"2014","Croatia","Number","Personal reasons","From 1 to 3 nights","Slovenia","759,970",""
"2014","Croatia","Number","Personal reasons","4 nights or over","Croatia","1,760,512",""
"2014","Croatia","Number","Personal reasons","4 nights or over","Slovenia","694,523",""
"2014","Croatia","Number","Professional, business","1 night or over","Croatia","786,671",""
"2014","Croatia","Number","Professional, business","1 night or over","Slovenia","39,987","u"
"2014","Croatia","Number","Professional, business","From 1 to 3 nights","Croatia","633,609",""
"2014","Croatia","Number","Professional, business","From 1 to 3 nights","Slovenia","35,270","u"
"2014","Croatia","Number","Professional, business","4 nights or over","Croatia","153,061",""
"2014","Croatia","Number","Professional, business","4 nights or over","Slovenia",":","u"
"2014","Italy","Number","Total","1 night or over","Croatia","256,969",""
"2014","Italy","Number","Total","1 night or over","Slovenia","157,100",""
"2014","Italy","Number","Total","From 1 to 3 nights","Croatia","137,567",""
"2014","Italy","Number","Total","From 1 to 3 nights","Slovenia","105,129",""
"2014","Italy","Number","Total","4 nights or over","Croatia","119,402",""
"2014","Italy","Number","Total","4 nights or over","Slovenia","51,971",""
"2014","Italy","Number","Personal reasons","1 night or over","Croatia","180,244",""
"2014","Italy","Number","Personal reasons","1 night or over","Slovenia","131,732",""
"2014","Italy","Number","Personal reasons","From 1 to 3 nights","Croatia","106,614",""
"2014","Italy","Number","Personal reasons","From 1 to 3 nights","Slovenia","81,504",""
"2014","Italy","Number","Personal reasons","4 nights or over","Croatia","73,630",""
"2014","Italy","Number","Personal reasons","4 nights or over","Slovenia","50,228",""
"2014","Italy","Number","Professional, business","1 night or over","Croatia","76,725","u"
"2014","Italy","Number","Professional, business","1 night or over","Slovenia","25,368","u"
"2014","Italy","Number","Professional, business","From 1 to 3 nights","Croatia","30,953","u"
"2014","Italy","Number","Professional, business","From 1 to 3 nights","Slovenia","23,625","u"
"2014","Italy","Number","Professional, business","4 nights or over","Croatia",":","u"
"2014","Italy","Number","Professional, business","4 nights or over","Slovenia",":","u"
"2014","Slovenia","Number","Total","1 night or over","Croatia","314,339",""
"2014","Slovenia","Number","Total","1 night or over","Slovenia","1,888,108",""
"2014","Slovenia","Number","Total","From 1 to 3 nights","Croatia","236,075",""
"2014","Slovenia","Number","Total","From 1 to 3 nights","Slovenia","1,556,170",""
"2014","Slovenia","Number","Total","4 nights or over","Croatia","78,264","u"
"2014","Slovenia","Number","Total","4 nights or over","Slovenia","331,938",""
"2014","Slovenia","Number","Personal reasons","1 night or over","Croatia","253,567",""
"2014","Slovenia","Number","Personal reasons","1 night or over","Slovenia","1,795,116",""
"2014","Slovenia","Number","Personal reasons","From 1 to 3 nights","Croatia","179,113",""
"2014","Slovenia","Number","Personal reasons","From 1 to 3 nights","Slovenia","1,472,051",""
"2014","Slovenia","Number","Personal reasons","4 nights or over","Croatia","74,454","u"
"2014","Slovenia","Number","Personal reasons","4 nights or over","Slovenia","323,065",""
"2014","Slovenia","Number","Professional, business","1 night or over","Croatia","60,771","u"
"2014","Slovenia","Number","Professional, business","1 night or over","Slovenia","92,992",""
"2014","Slovenia","Number","Professional, business","From 1 to 3 nights","Croatia","56,962","u"
"2014","Slovenia","Number","Professional, business","From 1 to 3 nights","Slovenia","84,119",""
"2014","Slovenia","Number","Professional, business","4 nights or over","Croatia",":","u"
"2014","Slovenia","Number","Professional, business","4 nights or over","Slovenia",":","u"
"2014","All countries of the world","Number","Total","1 night or over","Croatia","8,173,433",""
"2014","All countries of the world","Number","Total","1 night or over","Slovenia","4,530,527",""
"2014","All countries of the world","Number","Total","From 1 to 3 nights","Croatia","4,973,509",""
"2014","All countries of the world","Number","Total","From 1 to 3 nights","Slovenia","2,960,418",""
"2014","All countries of the world","Number","Total","4 nights or over","Croatia","3,199,924",""
"2014","All countries of the world","Number","Total","4 nights or over","Slovenia","1,570,108",""
"2014","All countries of the world","Number","Personal reasons","1 night or over","Croatia","6,649,823",""
"2014","All countries of the world","Number","Personal reasons","1 night or over","Slovenia","4,044,835",""
"2014","All countries of the world","Number","Personal reasons","From 1 to 3 nights","Croatia","3,890,091",""
"2014","All countries of the world","Number","Personal reasons","From 1 to 3 nights","Slovenia","2,579,844",""
"2014","All countries of the world","Number","Personal reasons","4 nights or over","Croatia","2,759,732",""
"2014","All countries of the world","Number","Personal reasons","4 nights or over","Slovenia","1,464,992",""
"2014","All countries of the world","Number","Professional, business","1 night or over","Croatia","1,523,610",""
"2014","All countries of the world","Number","Professional, business","1 night or over","Slovenia","485,691",""
"2014","All countries of the world","Number","Professional, business","From 1 to 3 nights","Croatia","1,083,418",""
"2014","All countries of the world","Number","Professional, business","From 1 to 3 nights","Slovenia","380,575",""
"2014","All countries of the world","Number","Professional, business","4 nights or over","Croatia","440,192",""
"2014","All countries of the world","Number","Professional, business","4 nights or over","Slovenia","105,117",""
"2015","Europe","Number","Total","1 night or over","Croatia","6,419,153",""
"2015","Europe","Number","Total","1 night or over","Slovenia","4,308,578",""
"2015","Europe","Number","Total","From 1 to 3 nights","Croatia","3,415,216",""
"2015","Europe","Number","Total","From 1 to 3 nights","Slovenia","2,609,633",""
"2015","Europe","Number","Total","4 nights or over","Croatia","3,003,937",""
"2015","Europe","Number","Total","4 nights or over","Slovenia","1,698,945",""
"2015","Europe","Number","Personal reasons","1 night or over","Croatia","5,524,070",""
"2015","Europe","Number","Personal reasons","1 night or over","Slovenia","3,808,658",""
"2015","Europe","Number","Personal reasons","From 1 to 3 nights","Croatia","2,773,640",""
"2015","Europe","Number","Personal reasons","From 1 to 3 nights","Slovenia","2,224,573",""
"2015","Europe","Number","Personal reasons","4 nights or over","Croatia","2,750,430",""
"2015","Europe","Number","Personal reasons","4 nights or over","Slovenia","1,584,085",""
"2015","Europe","Number","Professional, business","1 night or over","Croatia","895,083",""
"2015","Europe","Number","Professional, business","1 night or over","Slovenia","499,920",""
"2015","Europe","Number","Professional, business","From 1 to 3 nights","Croatia","641,576",""
"2015","Europe","Number","Professional, business","From 1 to 3 nights","Slovenia","385,060",""
"2015","Europe","Number","Professional, business","4 nights or over","Croatia","253,507",""
"2015","Europe","Number","Professional, business","4 nights or over","Slovenia","114,860",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Croatia","260,738",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Slovenia","109,302",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Croatia","93,346","u"
"2015","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Slovenia","76,419",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Croatia","167,392",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Slovenia","32,884","u"
"2015","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Croatia","203,683",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Slovenia","55,593","u"
"2015","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Croatia","54,906","u"
"2015","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Slovenia","33,389","u"
"2015","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Croatia","148,777",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Slovenia","22,204","u"
"2015","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Croatia","57,055","u"
"2015","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Slovenia","53,709","u"
"2015","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Croatia",":","u"
"2015","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Slovenia","43,030","u"
"2015","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Croatia",":","u"
"2015","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Slovenia",":","u"
"2015","Croatia","Number","Total","1 night or over","Croatia","4,039,589",""
"2015","Croatia","Number","Total","1 night or over","Slovenia","1,602,655",""
"2015","Croatia","Number","Total","From 1 to 3 nights","Croatia","2,173,789",""
"2015","Croatia","Number","Total","From 1 to 3 nights","Slovenia","755,587",""
"2015","Croatia","Number","Total","4 nights or over","Croatia","1,865,800",""
"2015","Croatia","Number","Total","4 nights or over","Slovenia","847,067",""
"2015","Croatia","Number","Personal reasons","1 night or over","Croatia","3,587,698",""
"2015","Croatia","Number","Personal reasons","1 night or over","Slovenia","1,546,647",""
"2015","Croatia","Number","Personal reasons","From 1 to 3 nights","Croatia","1,858,851",""
"2015","Croatia","Number","Personal reasons","From 1 to 3 nights","Slovenia","713,368",""
"2015","Croatia","Number","Personal reasons","4 nights or over","Croatia","1,728,847",""
"2015","Croatia","Number","Personal reasons","4 nights or over","Slovenia","833,279",""
"2015","Croatia","Number","Professional, business","1 night or over","Croatia","451,891",""
"2015","Croatia","Number","Professional, business","1 night or over","Slovenia","56,007","u"
"2015","Croatia","Number","Professional, business","From 1 to 3 nights","Croatia","314,938",""
"2015","Croatia","Number","Professional, business","From 1 to 3 nights","Slovenia","42,219","u"
"2015","Croatia","Number","Professional, business","4 nights or over","Croatia","136,953","u"
"2015","Croatia","Number","Professional, business","4 nights or over","Slovenia",":","u"
"2015","Italy","Number","Total","1 night or over","Croatia","451,649",""
"2015","Italy","Number","Total","1 night or over","Slovenia","217,133",""
"2015","Italy","Number","Total","From 1 to 3 nights","Croatia","276,582",""
"2015","Italy","Number","Total","From 1 to 3 nights","Slovenia","134,752",""
"2015","Italy","Number","Total","4 nights or over","Croatia","175,067",""
"2015","Italy","Number","Total","4 nights or over","Slovenia","82,381",""
"2015","Italy","Number","Personal reasons","1 night or over","Croatia","405,877",""
"2015","Italy","Number","Personal reasons","1 night or over","Slovenia","168,516",""
"2015","Italy","Number","Personal reasons","From 1 to 3 nights","Croatia","241,494",""
"2015","Italy","Number","Personal reasons","From 1 to 3 nights","Slovenia","93,047",""
"2015","Italy","Number","Personal reasons","4 nights or over","Croatia","164,383",""
"2015","Italy","Number","Personal reasons","4 nights or over","Slovenia","75,470",""
"2015","Italy","Number","Professional, business","1 night or over","Croatia","45,772","u"
"2015","Italy","Number","Professional, business","1 night or over","Slovenia","48,616","u"
"2015","Italy","Number","Professional, business","From 1 to 3 nights","Croatia",":","u"
"2015","Italy","Number","Professional, business","From 1 to 3 nights","Slovenia","41,705","u"
"2015","Italy","Number","Professional, business","4 nights or over","Croatia",":","u"
"2015","Italy","Number","Professional, business","4 nights or over","Slovenia",":","u"
"2015","Slovenia","Number","Total","1 night or over","Croatia","183,068",""
"2015","Slovenia","Number","Total","1 night or over","Slovenia","1,533,254",""
"2015","Slovenia","Number","Total","From 1 to 3 nights","Croatia","124,603",""
"2015","Slovenia","Number","Total","From 1 to 3 nights","Slovenia","1,195,578",""
"2015","Slovenia","Number","Total","4 nights or over","Croatia","58,466","u"
"2015","Slovenia","Number","Total","4 nights or over","Slovenia","337,676",""
"2015","Slovenia","Number","Personal reasons","1 night or over","Croatia","155,643",""
"2015","Slovenia","Number","Personal reasons","1 night or over","Slovenia","1,452,035",""
"2015","Slovenia","Number","Personal reasons","From 1 to 3 nights","Croatia","98,874",""
"2015","Slovenia","Number","Personal reasons","From 1 to 3 nights","Slovenia","1,127,833",""
"2015","Slovenia","Number","Personal reasons","4 nights or over","Croatia","56,769","u"
"2015","Slovenia","Number","Personal reasons","4 nights or over","Slovenia","324,202",""
"2015","Slovenia","Number","Professional, business","1 night or over","Croatia",":","u"
"2015","Slovenia","Number","Professional, business","1 night or over","Slovenia","81,219",""
"2015","Slovenia","Number","Professional, business","From 1 to 3 nights","Croatia",":","u"
"2015","Slovenia","Number","Professional, business","From 1 to 3 nights","Slovenia","67,745",""
"2015","Slovenia","Number","Professional, business","4 nights or over","Croatia",":","u"
"2015","Slovenia","Number","Professional, business","4 nights or over","Slovenia",":","u"
"2015","All countries of the world","Number","Total","1 night or over","Croatia","6,617,178",""
"2015","All countries of the world","Number","Total","1 night or over","Slovenia","4,388,269",""
"2015","All countries of the world","Number","Total","From 1 to 3 nights","Croatia","3,431,632",""
"2015","All countries of the world","Number","Total","From 1 to 3 nights","Slovenia","2,610,506",""
"2015","All countries of the world","Number","Total","4 nights or over","Croatia","3,185,547",""
"2015","All countries of the world","Number","Total","4 nights or over","Slovenia","1,777,763",""
"2015","All countries of the world","Number","Personal reasons","1 night or over","Croatia","5,653,498",""
"2015","All countries of the world","Number","Personal reasons","1 night or over","Slovenia","3,869,157",""
"2015","All countries of the world","Number","Personal reasons","From 1 to 3 nights","Croatia","2,778,748",""
"2015","All countries of the world","Number","Personal reasons","From 1 to 3 nights","Slovenia","2,225,445",""
"2015","All countries of the world","Number","Personal reasons","4 nights or over","Croatia","2,874,750",""
"2015","All countries of the world","Number","Personal reasons","4 nights or over","Slovenia","1,643,712",""
"2015","All countries of the world","Number","Professional, business","1 night or over","Croatia","963,680",""
"2015","All countries of the world","Number","Professional, business","1 night or over","Slovenia","519,113",""
"2015","All countries of the world","Number","Professional, business","From 1 to 3 nights","Croatia","652,883",""
"2015","All countries of the world","Number","Professional, business","From 1 to 3 nights","Slovenia","385,061",""
"2015","All countries of the world","Number","Professional, business","4 nights or over","Croatia","310,797",""
"2015","All countries of the world","Number","Professional, business","4 nights or over","Slovenia","134,051",""
"2016","Europe","Number","Total","1 night or over","Croatia","4,474,175",""
"2016","Europe","Number","Total","1 night or over","Slovenia","4,482,890",""
"2016","Europe","Number","Total","From 1 to 3 nights","Croatia","2,501,827",""
